lineno;moment;mapnumber;round;map_name;match_id;hs;penetrated;throughsmoke;type;author_name;author_id;author_side;time;victim_id;victim_name;victim_side;weapon;damage;damage_armor;victim_health;victim_armor;hitgroup;author_coord;victim_coord;blinded_time;flashbang_id
1492;live;0;2;;bo3;0;0;0;attacked;profeta;STEAM_1:1:61864068;CT;12/21/2021 - 19:39:09;STEAM_1:0:223654549;Leoncio;TERRORIST;deagle;155.0;0.0;0.0;96.0;head;('-2016', '-4046', '5120');('-1127', '-4050', '5120');;
1493;live;0;2;;bo3;1;0;0;killed;profeta;STEAM_1:1:61864068;CT;12/21/2021 - 19:39:09;STEAM_1:0:223654549;Leoncio;TERRORIST;deagle;;;;;;('-2016', '-4046', '5120');('-1127', '-4050', '5184');;
1494;live;0;2;;bo3;0;0;0;attacked;HRZ;STEAM_1:0:421866189;TERRORIST;12/21/2021 - 19:39:09;STEAM_1:1:149616265;VininÃ£o 60Hz;CT;glock;10.0;5.0;80.0;88.0;chest;('-1057', '-4048', '6144');('-1995', '-4048', '6144');;
1495;live;0;2;;bo3;0;0;0;left buyzone;Agostinho CachaÃ§a;STEAM_1:1:511493195;CT;12/21/2021 - 19:39:09;;;;;;;;;;;;;
1496;live;0;2;;bo3;0;0;0;attacked;HRZ;STEAM_1:0:421866189;TERRORIST;12/21/2021 - 19:39:10;STEAM_1:1:149616265;VininÃ£o 60Hz;CT;glock;10.0;5.0;70.0;82.0;chest;('-1057', '-4044', '6144');('-1995', '-4045', '6144');;
1497;live;0;2;;bo3;0;0;0;attacked;mauroban;STEAM_1:0:62033627;CT;12/21/2021 - 19:39:10;STEAM_1:0:79381514;pLn;TERRORIST;hkp2000;15.0;7.0;76.0;87.0;chest;('-1914', '-4078', '8192');('-1123', '-4026', '8192');;
1498;live;0;2;;bo3;0;0;0;attacked;pLn;STEAM_1:0:79381514;TERRORIST;12/21/2021 - 19:39:11;STEAM_1:0:62033627;mauroban;CT;hkp2000;121.0;0.0;0.0;100.0;head;('-1124', '-4034', '8192');('-1914', '-4082', '8192');;
1499;live;0;2;;bo3;1;0;0;killed;pLn;STEAM_1:0:79381514;TERRORIST;12/21/2021 - 19:39:11;STEAM_1:0:62033627;mauroban;CT;usp_silencer;;;;;;('-1124', '-4034', '8192');('-1914', '-4082', '8256');;
1500;live;0;2;;bo3;0;0;0;attacked;HRZ;STEAM_1:0:421866189;TERRORIST;12/21/2021 - 19:39:11;STEAM_1:1:149616265;VininÃ£o 60Hz;CT;glock;10.0;5.0;60.0;76.0;chest;('-1059', '-4091', '6144');('-1995', '-4038', '6144');;
1501;live;0;2;;bo3;0;0;0;attacked;VininÃ£o 60Hz;STEAM_1:1:149616265;CT;12/21/2021 - 19:39:11;STEAM_1:0:421866189;HRZ;TERRORIST;glock;88.0;0.0;12.0;100.0;head;('-1995', '-4044', '6144');('-1059', '-4091', '6144');;
1502;live;0;2;;bo3;0;0;0;left buyzone;Leoncio;STEAM_1:0:223654549;TERRORIST;12/21/2021 - 19:39:11;;;;;;;;;;;;;
1503;live;0;2;;bo3;0;0;0;attacked;VininÃ£o 60Hz;STEAM_1:1:149616265;CT;12/21/2021 - 19:39:11;STEAM_1:0:421866189;HRZ;TERRORIST;glock;10.0;5.0;2.0;94.0;chest;('-1995', '-4040', '6144');('-1060', '-4110', '6144');;
1504;live;0;2;;bo3;0;0;0;attacked;HRZ;STEAM_1:0:421866189;TERRORIST;12/21/2021 - 19:39:12;STEAM_1:1:149616265;VininÃ£o 60Hz;CT;glock;10.0;5.0;50.0;70.0;chest;('-1061', '-4125', '6144');('-1996', '-4047', '6144');;
1505;live;0;2;;bo3;0;0;0;attacked;VininÃ£o 60Hz;STEAM_1:1:149616265;CT;12/21/2021 - 19:39:12;STEAM_1:0:421866189;HRZ;TERRORIST;glock;88.0;0.0;0.0;94.0;head;('-1996', '-4052', '6144');('-1061', '-4127', '6144');;
1506;live;0;2;;bo3;1;0;0;killed;VininÃ£o 60Hz;STEAM_1:1:149616265;CT;12/21/2021 - 19:39:12;STEAM_1:0:421866189;HRZ;TERRORIST;glock;;;;;;('-1996', '-4052', '6144');('-1061', '-4127', '6208');;
1507;live;0;2;;bo3;0;0;0;attacked;Leoncio;STEAM_1:0:223654549;TERRORIST;12/21/2021 - 19:39:12;STEAM_1:1:61864068;profeta;CT;hkp2000;118.0;0.0;0.0;100.0;head;('-1126', '-4046', '5120');('-2016', '-4051', '5120');;
1508;live;0;2;;bo3;1;0;0;killed;Leoncio;STEAM_1:0:223654549;TERRORIST;12/21/2021 - 19:39:12;STEAM_1:1:61864068;profeta;CT;usp_silencer;;;;;;('-1126', '-4046', '5120');('-2016', '-4051', '5184');;
1509;live;0;2;;bo3;0;0;0;left buyzone;mauroban;STEAM_1:0:62033627;CT;12/21/2021 - 19:39:13;;;;;;;;;;;;;
1510;live;0;2;;bo3;0;0;0;attacked;Å‚uuÐºz1;STEAM_1:0:222365165;TERRORIST;12/21/2021 - 19:39:14;STEAM_1:1:511493195;Agostinho CachaÃ§a;CT;hkp2000;128.0;0.0;0.0;100.0;head;('-1589', '-4215', '7168');('-1984', '-3984', '7168');;
1511;live;0;2;;bo3;1;0;0;killed;Å‚uuÐºz1;STEAM_1:0:222365165;TERRORIST;12/21/2021 - 19:39:14;STEAM_1:1:511493195;Agostinho CachaÃ§a;CT;usp_silencer;;;;;;('-1589', '-4215', '7168');('-1984', '-3984', '7232');;
1512;live;0;2;;bo3;0;0;0;left buyzone;HRZ;STEAM_1:0:421866189;TERRORIST;12/21/2021 - 19:39:14;;;;;;;;;;;;;
1513;live;0;2;;bo3;0;0;0;left buyzone;profeta;STEAM_1:1:61864068;CT;12/21/2021 - 19:39:14;;;;;;;;;;;;;
1514;live;0;2;;bo3;0;0;0;left buyzone;Agostinho CachaÃ§a;STEAM_1:1:511493195;CT;12/21/2021 - 19:39:16;;;;;;;;;;;;;
1515;live;0;2;;bo3;0;0;0;attacked;Leoncio;STEAM_1:0:223654549;TERRORIST;12/21/2021 - 19:39:18;STEAM_1:1:511493195;Agostinho CachaÃ§a;CT;deagle;38.0;1.0;62.0;98.0;chest;('-1115', '-4067', '5120');('-1932', '-4089', '5120');;
1516;live;0;2;;bo3;0;0;0;attacked;VininÃ£o 60Hz;STEAM_1:1:149616265;CT;12/21/2021 - 19:39:20;STEAM_1:0:421866189;HRZ;TERRORIST;m4a1;26.0;5.0;74.0;94.0;chest;('-1944', '-4047', '6144');('-1137', '-4191', '6144');;
1517;live;0;2;;bo3;0;0;0;attacked;HRZ;STEAM_1:0:421866189;TERRORIST;12/21/2021 - 19:39:20;STEAM_1:1:149616265;VininÃ£o 60Hz;CT;m4a1;26.0;5.0;74.0;94.0;chest;('-1137', '-4191', '6144');('-1944', '-4047', '6144');;
1518;live;0;2;;bo3;0;0;0;attacked;HRZ;STEAM_1:0:421866189;TERRORIST;12/21/2021 - 19:39:20;STEAM_1:1:149616265;VininÃ£o 60Hz;CT;m4a1;26.0;5.0;48.0;88.0;chest;('-1137', '-4191', '6144');('-1945', '-4052', '6144');;
1519;live;0;2;;bo3;0;0;0;attacked;HRZ;STEAM_1:0:421866189;TERRORIST;12/21/2021 - 19:39:20;STEAM_1:1:149616265;VininÃ£o 60Hz;CT;m4a1;26.0;5.0;22.0;82.0;chest;('-1137', '-4191', '6144');('-1945', '-4052', '6144');;
1520;live;0;2;;bo3;0;0;0;attacked;HRZ;STEAM_1:0:421866189;TERRORIST;12/21/2021 - 19:39:20;STEAM_1:1:149616265;VininÃ£o 60Hz;CT;m4a1;129.0;0.0;0.0;82.0;head;('-1137', '-4191', '6144');('-1945', '-4052', '6144');;
1521;live;0;2;;bo3;1;0;0;killed;HRZ;STEAM_1:0:421866189;TERRORIST;12/21/2021 - 19:39:20;STEAM_1:1:149616265;VininÃ£o 60Hz;CT;m4a1_silencer;;;;;;('-1137', '-4191', '6144');('-1945', '-4052', '6198');;
1522;live;0;2;;bo3;0;0;0;attacked;pLn;STEAM_1:0:79381514;TERRORIST;12/21/2021 - 19:39:21;STEAM_1:0:62033627;mauroban;CT;glock;13.0;7.0;87.0;92.0;right arm;('-1771', '-4123', '8192');('-1974', '-4019', '8192');;
1524;live;0;2;;bo3;0;0;0;say_team;profeta;STEAM_1:1:61864068;CT;12/21/2021 - 19:39:22;;;;;;;;;;;;;
1525;live;0;2;;bo3;0;0;0;left buyzone;VininÃ£o 60Hz;STEAM_1:1:149616265;CT;12/21/2021 - 19:39:22;;;;;;;;;;;;;
1526;live;0;2;;bo3;0;0;0;attacked;Leoncio;STEAM_1:0:223654549;TERRORIST;12/21/2021 - 19:39:24;STEAM_1:1:511493195;Agostinho CachaÃ§a;CT;deagle;39.0;1.0;23.0;96.0;chest;('-1136', '-4057', '5120');('-1848', '-3912', '5174');;
1527;live;0;2;;bo3;0;0;0;attacked;pLn;STEAM_1:0:79381514;TERRORIST;12/21/2021 - 19:39:24;STEAM_1:0:62033627;mauroban;CT;glock;13.0;7.0;74.0;84.0;chest;('-1767', '-3897', '8192');('-1917', '-3808', '8192');;
1528;live;0;2;;bo3;0;0;0;attacked;mauroban;STEAM_1:0:62033627;CT;12/21/2021 - 19:39:24;STEAM_1:0:79381514;pLn;TERRORIST;glock;30.0;0.0;70.0;100.0;head;('-1928', '-3823', '8192');('-1745', '-4001', '8192');;
1530;live;0;2;;bo3;0;0;0;attacked;Å‚uuÐºz1;STEAM_1:0:222365165;TERRORIST;12/21/2021 - 19:39:28;STEAM_1:1:61864068;profeta;CT;hkp2000;126.0;0.0;0.0;100.0;head;('-1107', '-3936', '7168');('-1664', '-3875', '7177');;
1531;live;0;2;;bo3;1;0;0;killed;Å‚uuÐºz1;STEAM_1:0:222365165;TERRORIST;12/21/2021 - 19:39:28;STEAM_1:1:61864068;profeta;CT;usp_silencer;;;;;;('-1107', '-3936', '7168');('-1664', '-3875', '7241');;
1532;live;0;2;;bo3;0;0;0;attacked;HRZ;STEAM_1:0:421866189;TERRORIST;12/21/2021 - 19:39:29;STEAM_1:1:149616265;VininÃ£o 60Hz;CT;m4a1;21.0;4.0;79.0;95.0;chest;('-1162', '-4162', '6144');('-1982', '-4114', '6144');;
1533;live;0;2;;bo3;0;0;0;attacked;HRZ;STEAM_1:0:421866189;TERRORIST;12/21/2021 - 19:39:29;STEAM_1:1:149616265;VininÃ£o 60Hz;CT;m4a1;21.0;4.0;58.0;90.0;right arm;('-1162', '-4162', '6144');('-1981', '-4106', '6144');;
1534;live;0;2;;bo3;0;0;0;attacked;VininÃ£o 60Hz;STEAM_1:1:149616265;CT;12/21/2021 - 19:39:29;STEAM_1:0:421866189;HRZ;TERRORIST;m4a1;21.0;4.0;79.0;95.0;chest;('-1981', '-4099', '6144');('-1162', '-4162', '6144');;
1535;live;0;2;;bo3;0;0;0;attacked;HRZ;STEAM_1:0:421866189;TERRORIST;12/21/2021 - 19:39:29;STEAM_1:1:149616265;VininÃ£o 60Hz;CT;m4a1;21.0;4.0;37.0;85.0;chest;('-1162', '-4162', '6144');('-1981', '-4099', '6144');;
1536;live;0;2;;bo3;0;0;0;attacked;VininÃ£o 60Hz;STEAM_1:1:149616265;CT;12/21/2021 - 19:39:30;STEAM_1:0:421866189;HRZ;TERRORIST;m4a1;21.0;4.0;58.0;90.0;chest;('-1981', '-4099', '6144');('-1162', '-4162', '6144');;
1537;live;0;2;;bo3;0;0;0;attacked;VininÃ£o 60Hz;STEAM_1:1:149616265;CT;12/21/2021 - 19:39:30;STEAM_1:0:421866189;HRZ;TERRORIST;m4a1;21.0;4.0;37.0;85.0;chest;('-1981', '-4099', '6144');('-1162', '-4162', '6144');;
1538;live;0;2;;bo3;0;0;0;attacked;VininÃ£o 60Hz;STEAM_1:1:149616265;CT;12/21/2021 - 19:39:30;STEAM_1:0:421866189;HRZ;TERRORIST;m4a1;21.0;4.0;16.0;80.0;chest;('-1981', '-4099', '6144');('-1162', '-4162', '6144');;
1539;live;0;2;;bo3;0;0;0;attacked;VininÃ£o 60Hz;STEAM_1:1:149616265;CT;12/21/2021 - 19:39:30;STEAM_1:0:421866189;HRZ;TERRORIST;m4a1;21.0;4.0;0.0;75.0;chest;('-1981', '-4099', '6144');('-1162', '-4162', '6144');;
1540;live;0;2;;bo3;0;0;0;killed;VininÃ£o 60Hz;STEAM_1:1:149616265;CT;12/21/2021 - 19:39:30;STEAM_1:0:421866189;HRZ;TERRORIST;;;;;;;('-1981', '-4099', '6144');('-1162', '-4162', '6208');;
1541;live;0;2;;bo3;0;0;0;left buyzone;profeta;STEAM_1:1:61864068;CT;12/21/2021 - 19:39:30;;;;;;;;;;;;;
1542;live;0;2;;bo3;0;0;0;attacked;pLn;STEAM_1:0:79381514;TERRORIST;12/21/2021 - 19:39:30;STEAM_1:0:62033627;mauroban;CT;glock;109.0;0.0;0.0;84.0;head;('-1644', '-3970', '8192');('-1860', '-4156', '8192');;
1543;live;0;2;;bo3;1;0;0;killed;pLn;STEAM_1:0:79381514;TERRORIST;12/21/2021 - 19:39:30;STEAM_1:0:62033627;mauroban;CT;glock;;;;;;('-1644', '-3970', '8192');('-1860', '-4156', '8256');;
1544;live;0;2;;bo3;0;0;0;attacked;Leoncio;STEAM_1:0:223654549;TERRORIST;12/21/2021 - 19:39:31;STEAM_1:1:511493195;Agostinho CachaÃ§a;CT;deagle;52.0;1.0;0.0;94.0;stomach;('-1344', '-4184', '5120');('-1646', '-3808', '5168');;
1545;live;0;2;;bo3;0;0;0;killed;Leoncio;STEAM_1:0:223654549;TERRORIST;12/21/2021 - 19:39:31;STEAM_1:1:511493195;Agostinho CachaÃ§a;CT;;;;;;;('-1344', '-4184', '5120');('-1646', '-3808', '5232');;
1546;live;0;2;;bo3;0;0;0;left buyzone;HRZ;STEAM_1:0:421866189;TERRORIST;12/21/2021 - 19:39:32;;;;;;;;;;;;;
1547;live;0;2;;bo3;0;0;0;attacked;Å‚uuÐºz1;STEAM_1:0:222365165;TERRORIST;12/21/2021 - 19:39:32;STEAM_1:1:61864068;profeta;CT;galilar;116.0;0.0;0.0;100.0;head;('-1142', '-3897', '7168');('-1910', '-4066', '7168');;
1548;live;0;2;;bo3;1;0;0;killed;Å‚uuÐºz1;STEAM_1:0:222365165;TERRORIST;12/21/2021 - 19:39:32;STEAM_1:1:61864068;profeta;CT;galilar;;;;;;('-1142', '-3897', '7168');('-1910', '-4066', '7232');;
1549;live;0;2;;bo3;0;0;0;left buyzone;mauroban;STEAM_1:0:62033627;CT;12/21/2021 - 19:39:32;;;;;;;;;;;;;
1550;live;0;2;;bo3;0;0;0;left buyzone;Agostinho CachaÃ§a;STEAM_1:1:511493195;CT;12/21/2021 - 19:39:33;;;;;;;;;;;;;
1551;live;0;2;;bo3;0;0;0;left buyzone;profeta;STEAM_1:1:61864068;CT;12/21/2021 - 19:39:34;;;;;;;;;;;;;
1552;live;0;2;;bo3;0;0;0;attacked;profeta;STEAM_1:1:61864068;CT;12/21/2021 - 19:39:36;STEAM_1:0:223654549;Leoncio;TERRORIST;ak47;26.0;3.0;74.0;96.0;chest;('-1983', '-3873', '5120');('-1137', '-3906', '5120');;
1553;live;0;2;;bo3;0;0;0;attacked;profeta;STEAM_1:1:61864068;CT;12/21/2021 - 19:39:37;STEAM_1:0:223654549;Leoncio;TERRORIST;ak47;26.0;3.0;48.0;92.0;chest;('-1984', '-3915', '5120');('-1136', '-3919', '5120');;
1554;live;0;2;;bo3;0;0;0;attacked;profeta;STEAM_1:1:61864068;CT;12/21/2021 - 19:39:37;STEAM_1:0:223654549;Leoncio;TERRORIST;ak47;139.0;0.0;0.0;92.0;head;('-1984', '-3935', '5120');('-1136', '-3918', '5120');;
1555;live;0;2;;bo3;1;0;0;killed;profeta;STEAM_1:1:61864068;CT;12/21/2021 - 19:39:37;STEAM_1:0:223654549;Leoncio;TERRORIST;ak47;;;;;;('-1984', '-3935', '5120');('-1136', '-3918', '5184');;
1556;live;0;2;;bo3;0;0;0;attacked;Å‚uuÐºz1;STEAM_1:0:222365165;TERRORIST;12/21/2021 - 19:39:39;STEAM_1:1:511493195;Agostinho CachaÃ§a;CT;awp;110.0;1.0;0.0;98.0;chest;('-1288', '-3985', '7168');('-1941', '-3874', '7168');;
1557;live;0;2;;bo3;0;0;0;killed;Å‚uuÐºz1;STEAM_1:0:222365165;TERRORIST;12/21/2021 - 19:39:39;STEAM_1:1:511493195;Agostinho CachaÃ§a;CT;awp;;;;;;('-1288', '-3985', '7168');('-1941', '-3874', '7232');;
1558;live;0;2;;bo3;0;0;0;attacked;VininÃ£o 60Hz;STEAM_1:1:149616265;CT;12/21/2021 - 19:39:39;STEAM_1:0:421866189;HRZ;TERRORIST;m4a1;23.0;0.0;77.0;100.0;right leg;('-1925', '-4159', '6144');('-1389', '-3920', '6184');;
1559;live;0;2;;bo3;0;0;0;attacked;VininÃ£o 60Hz;STEAM_1:1:149616265;CT;12/21/2021 - 19:39:39;STEAM_1:0:421866189;HRZ;TERRORIST;m4a1;27.0;5.0;50.0;94.0;stomach;('-1934', '-4134', '6144');('-1408', '-4004', '6189');;
1560;live;0;2;;bo3;0;0;0;attacked;VininÃ£o 60Hz;STEAM_1:1:149616265;CT;12/21/2021 - 19:39:39;STEAM_1:0:421866189;HRZ;TERRORIST;m4a1;22.0;4.0;28.0;89.0;chest;('-1933', '-4137', '6144');('-1413', '-4026', '6173');;
1561;live;0;2;;bo3;0;0;0;left buyzone;Leoncio;STEAM_1:0:223654549;TERRORIST;12/21/2021 - 19:39:39;;;;;;;;;;;;;
1562;live;0;2;;bo3;0;0;0;attacked;VininÃ£o 60Hz;STEAM_1:1:149616265;CT;12/21/2021 - 19:39:40;STEAM_1:0:421866189;HRZ;TERRORIST;m4a1;22.0;4.0;6.0;84.0;chest;('-1933', '-4138', '6144');('-1426', '-4060', '6144');;
1563;live;0;2;;bo3;0;0;0;attacked;VininÃ£o 60Hz;STEAM_1:1:149616265;CT;12/21/2021 - 19:39:40;STEAM_1:0:421866189;HRZ;TERRORIST;m4a1;22.0;4.0;0.0;79.0;chest;('-1933', '-4138', '6144');('-1428', '-4064', '6144');;
1564;live;0;2;;bo3;0;0;0;killed;VininÃ£o 60Hz;STEAM_1:1:149616265;CT;12/21/2021 - 19:39:40;STEAM_1:0:421866189;HRZ;TERRORIST;;;;;;;('-1933', '-4138', '6144');('-1428', '-4064', '6190');;
1565;live;0;2;;bo3;0;0;0;left buyzone;Agostinho CachaÃ§a;STEAM_1:1:511493195;CT;12/21/2021 - 19:39:41;;;;;;;;;;;;;
1566;live;0;2;;bo3;0;0;0;attacked;profeta;STEAM_1:1:61864068;CT;12/21/2021 - 19:39:41;STEAM_1:0:223654549;Leoncio;TERRORIST;famas;19.0;4.0;81.0;95.0;chest;('-1983', '-4051', '5120');('-1132', '-4056', '5120');;
1567;live;0;2;;bo3;0;0;0;attacked;profeta;STEAM_1:1:61864068;CT;12/21/2021 - 19:39:41;STEAM_1:0:223654549;Leoncio;TERRORIST;famas;19.0;4.0;62.0;90.0;chest;('-1983', '-4049', '5120');('-1132', '-4056', '5120');;
1568;live;0;2;;bo3;0;0;0;attacked;Leoncio;STEAM_1:0:223654549;TERRORIST;12/21/2021 - 19:39:41;STEAM_1:1:61864068;profeta;CT;famas;112.0;0.0;0.0;100.0;head;('-1133', '-4046', '5120');('-1983', '-4042', '5120');;
1569;live;0;2;;bo3;1;0;0;killed;Leoncio;STEAM_1:0:223654549;TERRORIST;12/21/2021 - 19:39:41;STEAM_1:1:61864068;profeta;CT;famas;;;;;;('-1133', '-4046', '5120');('-1983', '-4042', '5184');;
1570;live;0;2;;bo3;0;0;0;left buyzone;HRZ;STEAM_1:0:421866189;TERRORIST;12/21/2021 - 19:39:42;;;;;;;;;;;;;
1571;live;0;2;;bo3;0;0;0;attacked;Å‚uuÐºz1;STEAM_1:0:222365165;TERRORIST;12/21/2021 - 19:39:43;STEAM_1:1:511493195;Agostinho CachaÃ§a;CT;hkp2000;15.0;7.0;85.0;92.0;chest;('-1149', '-3886', '7168');('-1909', '-4096', '7168');;
1572;live;0;2;;bo3;0;0;0;left buyzone;profeta;STEAM_1:1:61864068;CT;12/21/2021 - 19:39:43;;;;;;;;;;;;;
1573;live;0;2;;bo3;0;0;0;attacked;Agostinho CachaÃ§a;STEAM_1:1:511493195;CT;12/21/2021 - 19:39:43;STEAM_1:0:222365165;Å‚uuÐºz1;TERRORIST;hkp2000;15.0;7.0;85.0;92.0;chest;('-1913', '-4079', '7168');('-1149', '-3884', '7168');;
1574;live;0;2;;bo3;0;0;0;attacked;Agostinho CachaÃ§a;STEAM_1:1:511493195;CT;12/21/2021 - 19:39:44;STEAM_1:0:222365165;Å‚uuÐºz1;TERRORIST;hkp2000;121.0;0.0;0.0;92.0;head;('-1911', '-4089', '7168');('-1148', '-3891', '7168');;
1575;live;0;2;;bo3;1;0;0;killed;Agostinho CachaÃ§a;STEAM_1:1:511493195;CT;12/21/2021 - 19:39:44;STEAM_1:0:222365165;Å‚uuÐºz1;TERRORIST;usp_silencer;;;;;;('-1911', '-4089', '7168');('-1148', '-3891', '7232');;
1576;live;0;2;;bo3;0;0;0;attacked;pLn;STEAM_1:0:79381514;TERRORIST;12/21/2021 - 19:39:44;STEAM_1:0:62033627;mauroban;CT;deagle;193.0;0.0;0.0;100.0;head;('-1881', '-3805', '8192');('-1956', '-4014', '8192');;
1577;live;0;2;;bo3;1;0;0;killed;pLn;STEAM_1:0:79381514;TERRORIST;12/21/2021 - 19:39:44;STEAM_1:0:62033627;mauroban;CT;deagle;;;;;;('-1881', '-3805', '8192');('-1956', '-4014', '8256');;
1578;live;0;2;;bo3;0;0;0;left buyzone;Å‚uuÐºz1;STEAM_1:0:222365165;TERRORIST;12/21/2021 - 19:39:46;;;;;;;;;;;;;
1579;live;0;2;;bo3;0;0;0;attacked;HRZ;STEAM_1:0:421866189;TERRORIST;12/21/2021 - 19:39:46;STEAM_1:1:149616265;VininÃ£o 60Hz;CT;hkp2000;118.0;0.0;0.0;100.0;head;('-1113', '-4087', '6144');('-2009', '-4054', '6144');;
1580;live;0;2;;bo3;1;0;0;killed;HRZ;STEAM_1:0:421866189;TERRORIST;12/21/2021 - 19:39:46;STEAM_1:1:149616265;VininÃ£o 60Hz;CT;usp_silencer;;;;;;('-1113', '-4087', '6144');('-2009', '-4054', '6208');;
1581;live;0;2;;bo3;0;0;0;left buyzone;mauroban;STEAM_1:0:62033627;CT;12/21/2021 - 19:39:46;;;;;;;;;;;;;
1582;live;0;2;;bo3;0;0;0;attacked;Leoncio;STEAM_1:0:223654549;TERRORIST;12/21/2021 - 19:39:47;STEAM_1:1:61864068;profeta;CT;famas;112.0;0.0;0.0;100.0;head;('-1115', '-4048', '5120');('-1921', '-4049', '5120');;
1583;live;0;2;;bo3;1;0;0;killed;Leoncio;STEAM_1:0:223654549;TERRORIST;12/21/2021 - 19:39:47;STEAM_1:1:61864068;profeta;CT;famas;;;;;;('-1115', '-4048', '5120');('-1921', '-4049', '5184');;
1584;live;0;2;;bo3;0;0;0;attacked;Agostinho CachaÃ§a;STEAM_1:1:511493195;CT;12/21/2021 - 19:39:47;STEAM_1:0:222365165;Å‚uuÐºz1;TERRORIST;m4a1;26.0;5.0;74.0;94.0;chest;('-1927', '-4157', '7168');('-1135', '-4112', '7168');;
1585;live;0;2;;bo3;0;0;0;attacked;Agostinho CachaÃ§a;STEAM_1:1:511493195;CT;12/21/2021 - 19:39:47;STEAM_1:0:222365165;Å‚uuÐºz1;TERRORIST;m4a1;26.0;5.0;48.0;88.0;chest;('-1927', '-4160', '7168');('-1135', '-4112', '7168');;
1586;live;0;2;;bo3;0;0;0;attacked;Å‚uuÐºz1;STEAM_1:0:222365165;TERRORIST;12/21/2021 - 19:39:47;STEAM_1:1:511493195;Agostinho CachaÃ§a;CT;m4a1;26.0;5.0;74.0;94.0;chest;('-1135', '-4112', '7168');('-1927', '-4162', '7168');;
1587;live;0;2;;bo3;0;0;0;attacked;Å‚uuÐºz1;STEAM_1:0:222365165;TERRORIST;12/21/2021 - 19:39:48;STEAM_1:1:511493195;Agostinho CachaÃ§a;CT;m4a1;26.0;5.0;48.0;88.0;chest;('-1135', '-4112', '7168');('-1927', '-4162', '7168');;
1588;live;0;2;;bo3;0;0;0;attacked;Å‚uuÐºz1;STEAM_1:0:222365165;TERRORIST;12/21/2021 - 19:39:48;STEAM_1:1:511493195;Agostinho CachaÃ§a;CT;m4a1;26.0;5.0;22.0;82.0;chest;('-1135', '-4112', '7168');('-1927', '-4162', '7168');;
1589;live;0;2;;bo3;0;0;0;switched from team;Luis1m Turbo;STEAM_1:0:178787255;Unassigned;12/21/2021 - 19:39:48;;;;;;;;;;;;;
1590;live;0;2;;bo3;0;0;0;left buyzone;Luis1m Turbo;STEAM_1:0:178787255;CT;12/21/2021 - 19:39:48;;;;;;;;;;;;;
1591;live;0;2;;bo3;0;0;0;attacked;Å‚uuÐºz1;STEAM_1:0:222365165;TERRORIST;12/21/2021 - 19:39:48;STEAM_1:1:511493195;Agostinho CachaÃ§a;CT;m4a1;32.0;7.0;0.0;74.0;stomach;('-1135', '-4112', '7168');('-1927', '-4162', '7168');;
1592;live;0;2;;bo3;0;0;0;killed;Å‚uuÐºz1;STEAM_1:0:222365165;TERRORIST;12/21/2021 - 19:39:48;STEAM_1:1:511493195;Agostinho CachaÃ§a;CT;;;;;;;('-1135', '-4112', '7168');('-1927', '-4162', '7232');;
1593;live;0;2;;bo3;0;0;0;left buyzone;VininÃ£o 60Hz;STEAM_1:1:149616265;CT;12/21/2021 - 19:39:48;;;;;;;;;;;;;
1594;live;0;2;;bo3;0;0;0;left buyzone;profeta;STEAM_1:1:61864068;CT;12/21/2021 - 19:39:49;;;;;;;;;;;;;
1595;live;0;2;;bo3;0;0;0;attacked;mauroban;STEAM_1:0:62033627;CT;12/21/2021 - 19:39:49;STEAM_1:0:79381514;pLn;TERRORIST;awp;60.0;0.0;40.0;99.0;chest;('-1923', '-3905', '8192');('-1130', '-3941', '8192');;
1596;live;0;2;;bo3;0;0;0;left buyzone;Agostinho CachaÃ§a;STEAM_1:1:511493195;CT;12/21/2021 - 19:39:50;;;;;;;;;;;;;
1597;live;0;2;;bo3;0;0;0;attacked;GABIGORDO;STEAM_1:1:546304018;TERRORIST;12/21/2021 - 19:39:52;STEAM_1:1:511493195;Agostinho CachaÃ§a;CT;deagle;161.0;0.0;0.0;100.0;head;('-1139', '-3920', '4096');('-1916', '-3873', '4096');;
1598;live;0;2;;bo3;1;0;0;killed;GABIGORDO;STEAM_1:1:546304018;TERRORIST;12/21/2021 - 19:39:52;STEAM_1:1:511493195;Agostinho CachaÃ§a;CT;deagle;;;;;;('-1139', '-3920', '4096');('-1916', '-3873', '4160');;
1600;live;0;2;;bo3;0;0;0;say;Luis1m Turbo;STEAM_1:0:178787255;CT;12/21/2021 - 19:39:52;;;;;;;;;;;;;
1602;live;0;2;;bo3;0;0;0;left buyzone;Agostinho CachaÃ§a;STEAM_1:1:511493195;CT;12/21/2021 - 19:39:54;;;;;;;;;;;;;
1604;live;0;2;;bo3;0;0;0;attacked;pLn;STEAM_1:0:79381514;TERRORIST;12/21/2021 - 19:39:55;STEAM_1:0:62033627;mauroban;CT;awp;452.0;0.0;0.0;100.0;head;('-1125', '-3935', '8192');('-1921', '-3898', '8192');;
1605;live;0;2;;bo3;1;0;0;killed;pLn;STEAM_1:0:79381514;TERRORIST;12/21/2021 - 19:39:55;STEAM_1:0:62033627;mauroban;CT;awp;;;;;;('-1125', '-3935', '8192');('-1921', '-3898', '8256');;
